ym,SMB,HML,RMW,CMA,rf,rm-rf,hml_BH,hml_BM,hml_BL,hml_SH,hml_SM,hml_SL,op_BH,op_BM,op_BL,op_SH,op_SM,op_SL,inv_BN,inv_BA,inv_BC,inv_SA,inv_SN,inv_SC
201408,0.047129698845647,-0.03931774061208121,-0.02057825464204884,-0.02066219092066926,0.002466,0.012225,-0.011452560973213967,0.03020900232957036,0.04052359873651757,0.04957572205897526,0.06265386832391841,0.07623504357340614,-0.007054159458801477,0.02527169897130444,0.02082127713602616,0.05070092731588419,0.06756549265469655,0.06398200000515424,-0.0030548895894485294,0.04020478389858087,-0.0029003792335474494,0.0645113075711534,0.055219211062679685,0.06629208886194321
201409,0.06972510740953979,-0.0447928750757817,-0.06766265455167515,-0.01013471316278189,0.002466,0.074771,0.041771557771287576,0.09400192675981325,0.08967756993446042,0.12702354423129195,0.13734428352682457,0.16870328221968248,0.03581965497048892,0.08656384623611903,0.13091841713090055,0.12598849270229917,0.14031733897248985,0.16621503964523784,0.04782807518943405,0.07037791269822968,0.07159513823189304,0.1470543381025034,0.15786605996487912,0.12556768624327627
201410,-0.01044279896233528,0.006155691277913558,-0.0003719853794764208,0.01048641646527578,0.002466,0.021104,0.03578397297526042,0.011257808537433897,0.02211233900994858,0.021472739418629965,0.007280412012063574,0.022832990828114692,0.027639539143624832,0.028694074320183265,0.03571191772829962,0.0222991557651355,0.011214753732315445,0.014970747939413553,0.030781130598674596,0.017886373593945043,0.03121750302247765,0.012115394759585328,0.015156175551968076,0.019757098261604274
201411,-0.0735462725005183,0.01324522391993041,0.01553141471487941,0.02922507117236881,0.002263,0.093449,0.11674411094082639,0.18333020746381637,0.09296959501309038,0.056750005754355105,0.05511040985033816,0.054034073842230294,0.13323417034042917,0.13961037966016976,0.08983561892037184,0.0441961099195901,0.06188840451932265,0.05653183190988858,0.12103332715703218,0.10857092451008055,0.1694664000835407,0.05454795210550675,0.05771687480667667,0.05210261887678424
201412,-0.3025944197171666,0.1067633970002657,0.05894633592141614,0.009811209693279324,0.002263,0.16328,0.3033561617656436,0.3129128299101747,0.14917189775046472,0.0023909055977085016,-0.04308772800714589,-0.05695162438764393,0.2853655458511003,0.3075350005150719,0.20742671665996415,-0.008873245723777764,-0.04490106171248746,-0.048827088375473886,0.28580884297064213,0.2579502254404108,0.3106015237163385,-0.01798939719893158,-0.033963516978636046,-0.051018276088300576
201501,0.05753071060506226,-0.1186310513615653,-0.02740260562767014,-0.0003008829655877926,0.002263,0.005563,-0.038669732160283646,0.03180042104099821,0.10489103639317642,0.025448523721085376,0.07887038368634913,0.11914985789075598,-0.00938002531685213,-0.006002239301886593,0.061112983218835334,0.08492926833140155,0.07855708584616244,0.06924147105105437,-0.018244634425352017,0.03451832321464813,0.010576823098703789,0.06641334211857267,0.0760163422588249,0.08975307630334141
201502,0.03487453145872504,-0.0934512413607689,0.01108870747586822,0.03717915552234935,0.002263,0.038047,0.0035189601503979703,0.05280357180691084,0.11973213005906895,0.044768561911223824,0.07441006944460664,0.11545787472409065,0.03582621506292585,0.05058753365128129,0.03152069176918965,0.090310514689136,0.08184645209085464,0.07243862303113577,0.015075260715378852,0.024575292535139976,0.07454816370609553,0.07247885508200837,0.07348335665610692,0.0968642949557515
201503,0.09570396635011351,-0.1064189509815097,0.009286942310928054,-0.00263828536441002,0.00206,0.146355,0.0922913832895818,0.15092773039739363,0.20652934888622831,0.17919099440982522,0.22113639869209079,0.2777909307761981,0.13990264507884398,0.1499188745420664,0.1071319575136281,0.2345712939430321,0.24670981635976857,0.2487680968863919,0.11330847671650084,0.16867787030563047,0.14450209523976368,0.23238068716879381,0.24269796937871743,0.2512798915058406
201504,-0.03585456897863835,-0.08442370715823155,-0.05621896638079932,-0.03075892220016729,0.00206,0.17628,0.16156855818844748,0.21157313168534309,0.2605066504384904,0.14627749654238092,0.15466684931487706,0.2161868186088011,0.200570629899241,0.20697561279792784,0.2938207608131746,0.18672337036753128,0.18183421980147224,0.2059111722151963,0.190296778482855,0.260771643881356,0.19958351559452508,0.1937596021531969,0.18418674593046644,0.19342988603969316
201505,0.1973557798668101,-0.2942245131553854,-0.09318475190460743,-0.03932039131062398,0.001856,0.065851,-0.07084988385816225,-0.002057997581812654,0.2542876708969994,0.10599212944125705,0.1860920283440101,0.36930360099686615,0.035774720421550305,0.05155531887707279,0.22543274796332016,0.30184308019254996,0.30761253573836134,0.29855455645999496,0.04942716018916936,0.10539283403286626,0.04568802943967447,0.3002497645562601,0.31989113692446497,0.28131378652820394
201506,-0.05397985488838061,0.03842269165641071,0.01971655759442436,-0.002347345785447166,0.001652,-0.070827,0.005764529780788329,-0.023363290214106703,-0.08056013850567567,-0.09328288845391454,-0.09912251653774107,-0.08380360348027197,-0.017297283793379428,-0.029915065164047485,-0.08390347059998142,-0.09714859365495784,-0.09715518938639962,-0.06997552203720457,0.008051980039860941,-0.058955627930955073,-0.047838748536270397,-0.08537180039017543,-0.08679232362277302,-0.10118337135575446
201507,-0.0705820949836362,-0.0269330897430049,0.04596764149836119,-0.003971287387161154,0.001652,-0.151109,-0.11250351556114993,-0.14725937454650234,-0.08112537672996724,-0.1950317518086278,-0.19197031605699613,-0.17254371115380068,-0.1059986326335004,-0.10967127213528227,-0.14002935615212891,-0.16377292038724156,-0.171086068483957,-0.22167747986533545,-0.11580389803027152,-0.1032406643137464,-0.11573581492445108,-0.19053056934183757,-0.17401594927647443,-0.18597799350545519
201508,-0.0383315213075024,-0.02168700228340523,-0.01303334220585792,0.003526766616788968,0.001447,-0.137397,-0.1299065468676777,-0.050856417206238055,-0.12563651905816564,-0.16376540129515282,-0.1531684162359349,-0.12466142453785443,-0.11478061904571593,-0.09482503842470312,-0.11451439099922944,-0.15561571348672756,-0.14901572178239778,-0.12981525712149822,-0.1127388955628745,-0.12647981300436317,-0.0972971542794147,-0.12909624012904064,-0.15565554600688628,-0.15122536562041117
201509,0.009295011902916142,-0.0419430463900631,0.04425911504692201,0.04060553451393412,0.001447,-0.05946899999999999,-0.04075258622842006,-0.06717887498016173,-0.010833549887965649,-0.061634144750183056,-0.04871672444045739,-0.007667088310511274,-0.0189388175349111,-0.0755594672319639,-0.06793710714704726,-0.016434244544505865,-0.04046967195372556,-0.05595418502621374,-0.0485519081641632,-0.0759899056273452,-0.02156760648091149,-0.05034637164473006,-0.03887468372302178,-0.023557601763295553
201510,0.0928838943425377,-0.1222058648564061,-0.03873828943963245,0.04126146726648441,0.001241,0.132738,0.07265307908454036,0.13512401558502024,0.21645984001669535,0.16307164360627402,0.22198944856778785,0.2636766123869313,0.10837573984836099,0.12185522708798885,0.16376635108733872,0.21101454217928645,0.24634408847334707,0.23310050981957364,0.10355831967340207,0.11399626964716678,0.1631277783976068,0.216544418016094,0.22919456266304244,0.24993584379862283
201511,0.08967684306720769,-0.0868124564090757,0.01404206999628604,0.02526979100405709,0.001241,0.030633,0.006091845751094489,0.015965015774192258,0.07615502776685572,0.061941695123352784,0.09199405481895018,0.16550342592574296,0.028792497144163598,0.023873882466187026,0.015784566890318527,0.1308736536955064,0.12267683432485305,0.11579744395677936,0.014481124173604958,0.01888697549583682,0.051399128406007,0.1197589972423467,0.11218912004530758,0.1377864263402907
201512,0.03714040093401585,-0.04370600982796116,0.01596471475374917,0.007010320555458263,0.001241,0.038709,0.019059165911459848,0.0629415120817096,0.060350287448887326,0.04690589788011921,0.07817277849637995,0.09302679599861405,0.0606119566654954,0.025448051454966435,0.01961942196148375,0.0761521893884073,0.08400709928156634,0.08521529458492061,0.03299626634820966,0.030020061936133775,0.0660524715207189,0.09799107410033543,0.07391236837819755,0.07597930562666684
201603,0.05761970864923108,-0.08436090909495572,0.0131869639052607,0.008576702283385418,0.001241,0.133969,0.09550635989851179,0.1703965852305219,0.17725789066151512,0.13834688313092036,0.19282720833675882,0.2253171705578285,0.12401942868399006,0.13974805496985537,0.1065984563248345,0.20217900206916845,0.19404159809680463,0.1932260466178026,0.09529821057328455,0.1501025848802616,0.1554009077052641,0.18985315946298956,0.1954065472940878,0.20170824120475792
201604,0.01458989099809448,-0.01461103504806056,-0.007527898241958236,0.004172331437573474,0.001241,-0.020829,-0.014752627352508645,-0.03402723956250628,-0.012329102000360633,-0.019452577697337953,-0.01000647268933252,0.007345967046635167,-0.018915404715139077,-0.019131639365626694,-0.015186393997027689,-0.008809783365449768,-0.00823055480435195,0.002517002400355317,-0.014648475842132,-0.03620285661214002,-0.013406254763505106,-0.0008383680207683149,0.005474118896410437,-0.015290306994256285
201605,-0.02836455078649294,-0.03386377455303111,0.01141913977014276,0.01153346675788766,0.001241,-0.006834,0.0008526106066376916,0.008723487730378662,0.032785211932210116,-0.036927099784686335,-0.020067190425317884,-0.0011321520041965502,0.01262567450327855,0.0005365258160506404,0.01305191533015962,-0.007169741987137075,-0.01245994848842472,-0.03043426235430367,0.005588472116849132,0.008204313845028406,0.01180479523142897,-0.02676569408549046,-0.018852618880742255,-0.0072992419561156985
201606,0.04763067841090522,-0.06212019299531663,-0.01328656118593168,0.01560396896964501,0.001241,0.01861,-0.007181711501651438,0.01996888906047454,0.05507983264511794,0.029954530354513148,0.05749386716612276,0.09193337219837701,0.007544274473166058,0.013858583345429058,0.017803089771351498,0.0491215087483121,0.07622366109488163,0.06543581582199001,0.003047790920210427,0.011034859463884182,0.025393637723243562,0.05839139976582009,0.07143063700360536,0.07524055944575071
201607,-0.03972290442276716,0.008552621218749184,0.03193769983530653,0.004557334084950009,0.001241,0.01858,0.03258450003215068,0.03763825598509159,0.03982822150363132,0.00457286396497248,-0.0036978017672364347,-0.019776099944006528,0.03949138617442445,0.03428687054417283,0.019346295860738896,0.022481590537422734,-0.01121941959224039,-0.021248718819504762,0.03833135203805252,0.031587214324624004,0.03252308598145149,-0.011894700733565862,-0.007390766785914626,-0.003715904220493331
201608,0.007980642208210065,0.001458440945608777,-0.002592131053762325,-0.004735932862848534,0.001241,0.040034,0.0430974364120409,0.04860842158303196,0.03490385525235527,0.04771650161998954,0.04976922086834165,0.052993200888457596,0.04516747129575817,0.03656785698039426,0.041648132442755725,0.041175535281510425,0.05920864391098212,0.04987913624203752,0.040124897691161746,0.04623148530044471,0.043304350778259434,0.054508104959886804,0.04826597008251213,0.04796337375637501
201609,0.01505043562002232,-0.007658879882382546,-0.0002337108536938325,0.001162505485089156,0.001241,-0.020612,-0.02577878967786886,-0.016047335583862548,-0.014848959730704249,-0.00452120009594224,-0.013547984490429106,-0.00013327027834176305,-0.017675329714617525,-0.03209580666293052,-0.020561702724930516,-0.005274917871041774,-0.014678481400457473,-0.0019211231533411174,-0.019255484513175967,-0.031184551330745935,-0.018406049068234672,0.001896866007729054,-0.013663351860441583,-0.008556625284603901
201610,0.006485211651460213,-0.01091235189292963,-0.01491187511080839,-0.01773404221087469,0.001241,0.028997,0.02908125709970477,0.024156614433906317,0.03163789534739396,0.02695916830932982,0.03518521390559618,0.04622723384749989,0.02300377972393726,0.03033777644284661,0.03937615010175078,0.030668348193033497,0.0368823313713102,0.04411972803683676,0.02214056071851264,0.05191891075843726,0.0229466707190965,0.04046081414122548,0.0384987126450793,0.03396496975881687
201611,-0.0342314152725384,0.02139464635481627,-0.007885488285694499,-0.004423963069850018,0.001241,0.043315,0.0669353533807293,0.07361919894635238,0.020017524456469617,0.02365139458758731,0.021380575751542782,0.027779930802214463,0.04512858037074677,0.0749945679693251,0.05622918781015864,0.021514335754574024,0.024335686789461238,0.026184704886551148,0.05396916387997821,0.06445059969480954,0.06908774992740292,0.029609383388925756,0.025768870005637854,0.01612430701663233
201612,0.002014636439116454,-0.01405463271300102,-0.01561550694859703,-0.0259736338050089,0.001241,-0.045863,-0.04286365045165927,-0.05377218193002677,-0.03270611147595959,-0.04499672931325702,-0.05242534691071742,-0.02704500286295466,-0.047273513574834954,-0.04056534035242063,-0.04297150130620328,-0.049806134767582465,-0.05156904489159091,-0.02287713313902008,-0.046880989488772444,-0.024085600176189034,-0.055694344521673614,-0.026500021887708055,-0.04662354640061963,-0.046838545152241284
201702,0.02258703122152937,-0.006282907085710214,0.004441243030110911,0.003883763119594416,0.001241,0.02493,0.009921987196549478,0.03908503829880209,0.030498555186667248,0.049405323439048604,0.04345474675714115,0.04139456962035126,0.024440510435570086,0.016695702326649603,0.018664266393846374,0.04793256589833228,0.04125937947476544,0.04482632387983417,0.022243726601366153,0.014765102824309158,0.021496282784228455,0.040244401662017655,0.051296394368975234,0.04128074794128719
201703,-0.02714992301046206,-0.03436948402440948,0.03341605436132654,0.01242318307934739,0.001241,-0.005921,-0.0041743134653365235,4.434748127399128e-05,0.05864567543309097,-0.024031101510826606,-0.01901892794583089,-0.018112122360435124,0.024342751029239943,-0.005448918070962594,-0.02245947805118272,-0.010519333581102252,-0.018650468428096475,-0.030549213223332677,0.011651975805611371,-0.009115330591817957,0.009509128303088917,-0.0255523248077292,-0.01558955981985866,-0.0193304175439413
201704,-0.06203951917225094,-0.01686487228922042,0.01796226150018002,0.02341754371651688,0.001241,-0.022897,-0.0034966508493586563,0.008261983933338442,0.021688107661408947,-0.06174566311417693,-0.055442101354836015,-0.05320067704650368,0.005478924733873219,0.0019140625852569855,-0.0004488214907855875,-0.04412367770329966,-0.0559195420261828,-0.0741204544790009,-0.002097413451316167,-0.0063830959418283584,0.014113308661378495,-0.07468389864292575,-0.05174403652826657,-0.04834521581309885
201705,-0.08562159030221243,-0.002386258178436483,0.02491713338001325,0.01547032764626434,0.001241,-0.016881,0.028629287692466417,-0.014494731014899821,0.019034227743365214,-0.08103686050472467,-0.07699972503040332,-0.0666692841987505,0.03344310302068465,-0.0005981659912847398,-0.007539012884612765,-0.0704185836092652,-0.07864356012428764,-0.0792707344639943,0.0319772027015222,-0.00820503617316338,0.009861994348627171,-0.08277222116317846,-0.07277587779016254,-0.06989859639244034
201706,-0.00918005537423402,-0.04549773253642145,0.02595748247768312,0.03323509542131863,0.001241,0.041967,0.028970625757509878,0.044935388441851916,0.10777458249806685,0.03619750966923975,0.03942474876097641,0.048389018001525695,0.060766033906086,0.03612881701842879,0.019500261968250103,0.04733277082385164,0.03706961502971309,0.036683577806321296,0.03537387710444711,0.028064717139576107,0.08892680436427773,0.03734034520490905,0.042434575711006735,0.042948448822844675
201707,-0.05151062361913925,0.01168879167714997,-0.02508674811380704,-0.009014441988175841,0.001241,0.033307,0.06360712875077563,0.03971798018868586,0.03941996797278809,0.0061902676158999154,-0.0010898954888646955,0.006999845039587531,0.044257567622664286,0.05921639899186588,0.09432730380727486,0.0037566293289881363,0.0018730474763492782,0.0038603893719916394,0.06028073147461769,0.0616833750978747,0.03352351310695931,-0.0028980470582756533,0.0065131871992889084,0.007232930956288057
201708,0.001217837706735113,-0.02289545071372966,-0.02319852686521845,-0.002155899583897891,0.001241,0.023599,0.0192589572159496,0.03463826046659389,0.04531310831406715,0.022003361961069636,0.03384743650982674,0.04174011229041141,0.025678652719631354,0.016571454166792416,0.05970115292861211,0.025001757997371463,0.03789886010491525,0.037376311518827594,0.027290890654209102,0.036722623296427725,0.02142393534896306,0.02893300836925914,0.030838828571253175,0.039919897148928025
201709,0.0004160061806954245,-0.05327561865389425,-0.006837398516678066,0.02553783081530307,0.001241,0.005141,-0.008240748253278776,0.008929485955310425,0.06086220664289587,-0.00277947054269712,0.018220752498448383,0.03466881186891673,0.008044691459831266,0.010746184803863738,0.02249665472753304,0.014536635446351823,0.02028181589831302,0.013759469212006187,0.005136624522592664,0.0020329367855319185,0.036045872419353905,0.008339555912093614,0.01736811248758249,0.025402281908877763
201710,-0.06896466104310765,-0.04740530934601127,0.01609368653883978,0.01248753613112161,0.001241,0.015359,0.008308104986101232,0.06310896941668069,0.08843436338415861,-0.029969931007102362,-0.028973081675657632,-0.015285570713137193,0.05161955616028337,0.023195356319859885,0.03690238176173744,-0.015859973673562722,-0.025709979838159588,-0.03333017235269636,0.03639398177348667,0.03346442346894615,0.05243210469511344,-0.029316408200523017,-0.025068572796315462,-0.023309017164447072
201711,-0.0656564614201272,-0.002393898890571344,0.00703076289580807,-0.02166972437819494,0.001241,-0.023773,0.011131589230153303,-0.021900955638035912,-0.002554105575971498,-0.07702830528295299,-0.061709850288275775,-0.05855481269568549,0.0003664120105185207,0.002801433922744093,-0.0094677278485551,-0.06335450065210081,-0.06684074079078095,-0.06758188658464333,0.0003350351989675137,0.028984522955431507,-0.013766637306918367,-0.06834411225701265,-0.06263197653030592,-0.06893240075105266
201712,-0.03269632122312795,-0.04125280198141246,0.005312757431740369,0.02479028496403606,0.001241,0.0005140000000000001,-0.006278035718155194,0.011273158960483497,0.06427524091502214,-0.024373659632917228,-0.014530698138782033,-0.01242133230326966,0.02573821850727329,-0.0055644246875490916,0.02068288589142334,-0.011358309428561017,-0.022019758897699263,-0.016928491676191804,0.007834936445790038,-0.011337044442185501,0.032628934744875715,-0.019644930602263844,-0.019705499850235526,-0.014030339861252943
201801,-0.1006633400461833,0.03342414078154879,0.01624789532122682,0.01150288430807396,0.001241,0.043774,0.10575951203794591,0.031819949606840925,0.05072457585350849,-0.020738476497429274,-0.03842789763960793,-0.032551821876089425,0.10201543719609714,0.045565152433947397,0.07486149376916211,-0.02844326869965109,-0.028775923191272746,-0.033785115915169694,0.09499275611641791,0.05388403761464787,0.07061310094015628,-0.03304035178235852,-0.033207542753627695,-0.026763646491719025
